title,author,release_date,page_count,language,publisher,genre,format,reviews,ratings,description,avg_score,ibsn,link
Przy stolikach na Francuskiej,Marek Samselski,2004-04-05,,polski,W.A.B.,"biografia, autobiografia, pamiętnik",papier,7,0,"Osobistości polskiej kultury i sztuki, klimatyczne miejsca w Warszawie, Olsztynie, Berlinie i Wiedniu oraz mnóstwo anegdot, zabawnych wydarzeń i opowieści o czasach, na które przypadły „ostatnie lata warszawskiej cyganerii”. Warszawska Saska Kępa w anegdocie.„Przy stolikach na Francuskiej” to historie, w których pojawiają się Stanisław Soyka, Jerzy Gruza i Agnieszka Osiecka. Autor przywołuje zabawne zdarzenia, malując niezwykły obraz polskiej kultury tamtego okresu. Ludzie, których dotyczą te historie to znajomi i przyjaciele Samselskiego, który opowiada o nich z sympatią, ale nie wybiela ich i nie koloryzuje. Ot, przywołuje kawiarniane spotkania, w trakcie których powstały najbardziej znane teksty i pomysły wykorzystane w twórczości wspomnianych osób. Warto posłuchać, jeśli chcemy przenieść się w czasie do lat 70., poznać kulisy życia towarzyskiego znanych postaci lub po prostu miło spędzić czas przy kawiarnianym stoliku na Saskiej Kępie.","4,6",9788378598916,https://lubimyczytac.pl/ksiazka/179554/przy-stolikach-na-francuskiej
Mój świat jest kobietą. Dziennik lesbijki,Magdalena Okoniewska,2004-04-06,394,polski,Jacek Santorski & Co,"biografia, autobiografia, pamiętnik",papier,111,16,"Autentyczny dziennik, choć jego autorka pozostawia sobie otwartą furtkę, sugerując, że łączy prawdę z fikcją. Uderza prostota zapisu, bezpretensjonalność wrażliwej kobiety, która ma za sobą nieudane małżeństwo, wyrwała się nie bez trudu ze środowiska Świadków Jehowy, ma dorastającą córkę i jest lesbijką. Odmienna orientacja seksualna bywa problemem w dużym mieście, a co dopiero w małym miasteczku.","4,5",8388875779,https://lubimyczytac.pl/ksiazka/57001/moj-swiat-jest-kobieta-dziennik-lesbijki
Sacrés Français! Un Américain nous regarde,Ted Stanger,2004-04-08,224,francuski,Gallimard,"biografia, autobiografia, pamiętnik",papier,1,0,"Depuis la guerre en Irak, entre Français et Américains, c'est la grande brouille. Ce n'est pas la première et sans doute pas la dernière fâcherie. Et voilà qu'un Américain qui a choisi de vivre à Paris décide de nous dire ce qu'il pense de la France. En Huron de l'Ohio, Ted Stanger s'est penché sur nos habitudes, nos modes de vie et de penser. Loin de répondre à un anti-américanisme ambiant qui ne l'épargne pas, il tente de nous aider à comprendre ce grand malentendu qui fait des Français et des Américains des alliés-ennemis.Imaginez sa stupéfaction face aux 35 heures, dans un pays où les restaurants et les pharmacies sont toujours fermés quand on en a besoin. Du règne de la bagnole à notre frilosité devant ce XXIe siècle qui s'ouvre, rien ne lui a échappé. Truffé d'anecdotes, impertinent et drôle, sans complaisance et volontiers polémique, Sacrés Français ! fait à la fois rire et réfléchir. Impossible de ne pas se reconnaître dans ce miroir qu'il nous tend.","10,0",,https://lubimyczytac.pl/ksiazka/5052944/sacres-francais-un-americain-nous-regarde
Zezem. O wyższości Świąt Wielkiej Nocy nad Świętami Bożego Narodzenia,Jan Tadeusz Stanisławski,2004-04-13,224,polski,Rosner i Wspólnicy,"biografia, autobiografia, pamiętnik",papier,3,0,"""Zezem. O wyższości Świąt Wielkiej Nocy nad Świętami Bożego Narodzenia"" to żartobliwy portret środowiska twórców słynnych teatrzyków studenckich. Autor pozwala nam zajrzeć za kulisy, zakosztować kuchni artystycznej - z całym bogactwem pysznych anegdot, wpadek i genialnych pomysłów. Przewijają się tu postaci dziś legendarne, wtedy na początku swoich twórczych poszukiwań. Znani aktorzy, poeci, reżyserzy, politycy.","6,3",83-89217-49-x,https://lubimyczytac.pl/ksiazka/122668/zezem-o-wyzszosci-swiat-wielkiej-nocy-nad-swietami-bozego-narodzenia
Rip Van Winkle,Washington Irving,2004-04-27,,polski,Black Dome Press,"baśnie, legendy, podania",papier,46,0,Ta książka nie posiada jeszcze opisu.,"6,5",9781599862613,https://lubimyczytac.pl/ksiazka/4808596/rip-van-winkle
Virginia Woolf i Vanessa Bell. Sekretny układ.,Jane Dunn,2004-04-28,330,polski,Wydawnictwo Literackie,"biografia, autobiografia, pamiętnik",papier,49,4,"Siostrzana miłość, głęboko intymne porozumienie, mroczny, nigdy do końca nie ujawniony charakter tego związku. „Jestem do Ciebie przywiązana o wiele mocniej, niż to na ogół bywa z siostrami...” (z listy Virginii do Vanessy) Co rzeczywiście łączyło znaną pisarkę Virginię Woolf i jej siostrę malarkę – Vanessę Bell? Jane Dunn opisuje niejasne rodzinne relacje, które zaważyły na psychice sióstr. Ujawnia szczegóły specyficznej symbiozy dwóch osobowości, które oprócz pasji tworzenia niezdolność do życia osobno","6,4",83-08-03586-8,https://lubimyczytac.pl/ksiazka/54854/virginia-woolf-i-vanessa-bell-sekretny-uklad
Do czytania pod prysznicem: znalezione w osobistej szufladzie,Zygmunt Kałużyński,2004-05-01,264,polski,Instytut Wydawniczy Latarnik,"biografia, autobiografia, pamiętnik",papier,90,11,"Zajrzenie do osobistej szuflady w biurku Zygmunta Kałużyńskiego dało zaskakujące, chwilami sensacyjne rezultaty. Czego tu nie ma: prowokacje, żarty, zwierzenia, poważne eseje, scenariusze nigdy nie wyemitowanych programów telewizyjnych a nawet relacja z procesu sądowego wytoczonego przez Autora znanym krytykom. Fenomenalne szkice o Hemingwayu, Claudelu, Remarque'u, Faulknerze i Le Corbusierze mieszają się z opisami osobistych spotkań z wielkimi gwiazdami kina - Marleną Dietrich, Richardem Burtonem i Gerardem Philipem - w których odsłaniają oni mało znane cechy swoich osobowości. Jest w tej książce i o naszych: od Stefana Żeromskiego przez Ritę Gorgonową po Lwa Rywina. Tylko Kałużyński mógł w to wszystko wpleść poważny esej, będący literacką analizą tekstów wypowiadanych na ulicy przez paryskie prostytutki. Drugiego takiego nie znajdziecie: libertyn spod Lublina, który zawsze i na każdym kroku tropi fałszywe stereotypy, by móc je natychmiast usmażyć w ogniu swojej piekielnej inteligencji i drobiazgowej dociekliwości. Intelektualista i buntownik, skandalista i samotny poszukiwacz prawdy. Przez lata wrzucał do osobistej szuflady teksty, które wykraczały poza profil szanowanego krytyka filmowego ""Polityki"". Teraz je stamtąd wydobył, uporządkował i przygotował do czytania... pod prysznicem. Dlaczego właśnie tam? Żeby nic nie było zbyt łatwe ani oczywiste. Jak jego pisanie przez te wszystkie lata.","6,5",83-917891-6-0,https://lubimyczytac.pl/ksiazka/60749/do-czytania-pod-prysznicem-znalezione-w-osobistej-szufladzie
Wspomnienia. Z miłości do mojego króla,Farah Diba Pahlavi,2004-05-01,346,polski,Wydawnictwo Literackie,"biografia, autobiografia, pamiętnik",papier,24,6,"Autobiografia żony ostatniego szacha Iranu Mohamada Rezy Pahlaviego, a jednocześnie pierwszej koronowanej władczyni tego kraju. Farah Diba Pahlavi przez wiele lat swego panowania była wybitnym mecenasem sztuki i patronką organizacji charytatywnych. Do dzisiaj jest uznawana za symbol emancypacji kobiet muzułmańskich. Po rewolucji islamskiej w 1979 roku wyjechała wraz z mężem i czworgiem dzieci na Zachód. Obecnie mieszka we Francji. Świat tradycyjnych irańskich wartości i europejski liberalizm, młodzieńcze uczucie i trudna próba miłości, szczęście matki i tragedia żony w niezwykłych „Wspomnieniach” irańskiej królowej. [Wydawnictwo Literackie, 2004]","7,0",830803571X,https://lubimyczytac.pl/ksiazka/68589/wspomnienia-z-milosci-do-mojego-krola
Jamie Confidential: The Biography of Britain's Best-Loved Chef,Hildred Stafford,2004-05-01,288,angielski,John Blake Publishing Ltd.,"biografia, autobiografia, pamiętnik",papier,1,0,"Jamie Oliver is not only Britain's best-loved chef--he just might be the most popular chef in the world. But it's not just his culinary skills that have made him a household name in both Britain and America. His boyish good looks, infectious enthusiasm, and hip, matey appeal have won him the kind of adulation usually reserved for pop stars. More than a young icon, his dynamic TV series ""Jamie's Kitchen--in which he trained 15 unemployed kids to be chefs--revealed a serious individual with deep-held concerns about youth, work, and society. Now, media critics Stafford Mildred and Tim Ewbank talk to friends, family, and colleagues as they trace Jamie's rocketing rise to the top.","5,0",9781844540471,https://lubimyczytac.pl/ksiazka/77181/jamie-confidential-the-biography-of-britain-s-best-loved-chef
The Sidhe: Wisdom from the Celtic Otherworld,John Matthews,2004-05-01,132,angielski,Lorian Press,"baśnie, legendy, podania",papier,0,1,"Ta niezwykła książka Johna Matthewsa śledzi jego związek z istotą „Faery” lub Sidhe. Jest pełna mądrości i interesujących szczegółów na temat tej rasy „kuzynów” ludzkości. Zawiera sześć ćwiczeń i ilustrację „Wielkiego Glifa”, który działa jako narzędzie dostrojenia się do tych wdzięcznych istot.""Lubię książki, w których autor natyka się na ukryte informacje i ma okazję ujawnić je opinii publicznej, więc podoba mi się, że Matthews napotyka irlandzki megalityczny „grobowiec przejściowy” i nawiązuje kontakt z informacjami od Sidhe, starożytnej rasy Irlandii. Ta książka szczegółowo opisuje doświadczenia Matthewsa, gdy uczy się folkloru kraju i jednocześnie rozmawia z Sidhe, którzy chcą ostrzec ludzkość, aby zmieniła swój kurs, aby zapobiec nadchodzącej katastrofie samozniszczenia. Ludzkość będzie musiała zintegrować swojego ducha, serce i umysł, zamiast nadal izolować się od swojego wewnętrznego Ja. Musi postrzegać siebie jako sojusznika stworzenia, a nie swojego władcę, i pracować w harmonii ze światem przyrody. Musi uznać obecność Ducha we wszystkich rzeczach. Autor jest świetnym gawędziarzem, a ja byłem poruszony mądrością i troską w przesłaniu od Sidhe. Historia toczy się żywo, gdy autor dokumentuje swoje reakcje na każde otrzymane przesłanie. Sidhe zachęcają ludzkość do zwracania uwagi na ich niewidzialnych przewodników, którzy są dostępni, aby pomóc im podnieść poziom świadomości. Autor zapewnia ćwiczenia medytacyjne dla tych, którzy chcieliby spróbować porozmawiać z samymi Sidhe. Wypróbowałem ćwiczenia i szybko zacząłem otrzymywać wiadomości od Sidhe! Polecam tę książkę tym, którzy chcą zobaczyć, jak wyglądałaby komunikacja z niewidzialną starożytną rasą żyjącą w alternatywnym wymiarze. Bardzo interesujące!""","0,0",9780936878058,https://lubimyczytac.pl/ksiazka/5124118/the-sidhe-wisdom-from-the-celtic-otherworld
Boyd: The Fighter Pilot Who Changed the Art of War,Robert Coram,2004-05-10,,angielski,Back Bay Books,"biografia, autobiografia, pamiętnik",papier,2,0,"John Boyd may be the most remarkable unsung hero in all of American military history. Some remember him as the greatest U.S. fighter pilot ever -- the man who, in simulated air-to-air combat, defeated every challenger in less than forty seconds. Some recall him as the father of our country's most legendary fighter aircraft -- the F-15 and F-16. Still others think of Boyd as the most influential military theorist since Sun Tzu. They know only half the story.Boyd, more than any other person, saved fighter aviation from the predations of the Strategic Air Command. His manual of fighter tactics changed the way every air force in the world flies and fights. He discovered a physical theory that forever altered the way fighter planes were designed. Later in life, he developed a theory of military strategy that has been adopted throughout the world and even applied to business models for maximizing efficiency. And in one of the most startling and unknown stories of modern military history, the Air Force fighter pilot taught the U.S. Marine Corps how to fight war on the ground. His ideas led to America's swift and decisive victory in the Gulf War and foretold the terrorist attacks of September 11, 2001.On a personal level, Boyd rarely met a general he couldn't offend. He was loud, abrasive, and profane. A man of daring, ferocious passion and intractable stubbornness, he was that most American of heroes -- a rebel who cared not for his reputation or fortune but for his country. He was a true patriot, a man who made a career of challenging the shortsighted and self-serving Pentagon bureaucracy. America owes Boyd and his disciples -- the six men known as the ""Acolytes"" -- a great debt.","6,0",0316796883,https://lubimyczytac.pl/ksiazka/5032597/boyd-the-fighter-pilot-who-changed-the-art-of-war
Learning to Bow: Inside the Heart of Japan,Bruce Feiler,2004-05-11,336,angielski,Harper Perennial,"biografia, autobiografia, pamiętnik",papier,1,1,"Learning to Bow has been heralded as one of the funniest, liveliest, and most insightful books ever written about the clash of cultures between America and Japan. With warmth and candor, Bruce Feiler recounts the year he spent as a teacher in a small rural town. Beginning with a ritual outdoor bath and culminating in an all-night trek to the top of Mt. Fuji, Feiler teaches his students about American culture, while they teach him everything from how to properly address an envelope to how to date a Japanese girl.","7,0",0060577207,https://lubimyczytac.pl/ksiazka/4969585/learning-to-bow-inside-the-heart-of-japan
Bad Grass Never Dies,Chuck Barris,2004-05-13,320,angielski,Da Capo Press,"biografia, autobiografia, pamiętnik",papier,0,0,"Good killers are hard to find. But the CIA has no trouble finding the legendary TV producer and game show king Chuck Barris. In Bad Grass Never Dies, Barris picks up the fast-paced intrigue in Hollywood, where his emotional life lies in ruins, his career careens out of control, and he can't get a break anyplace he turns. Then one day a high-ranking CIA boss appears unannounced on Barris' doorstep. The CIA needs the cooperation of a Mexican terrorist, and Barris is ordered to recruit the killer as a paid assassin. Complicating matters is the fact that this same assassin is responsible for the death of two of Barris' fellow operatives. What's to prevent him from facing the same fate on arrival in Mexico? Barris' beguiling humor and a crack-shot taxi driver hold the answer. The stakes continue to build in this eagerly awaited sequel from the author who dazzled and amused readers-and later movie audiences-with the publication of his first book of memoirs, Confessions of a Dangerous Mind.","0,0",9780786740567,https://lubimyczytac.pl/ksiazka/5166553/bad-grass-never-dies
Bert. Szkic do portretu Williama Whartona,Krzysztof Fordoński,2004-05-20,160,polski,Rebis,"biografia, autobiografia, pamiętnik",papier,19,1,"Amerykański pisarz i malarz - William Wharton (Albert du Aime) bije w Polsce rekordy popularności, zwłaszcza wśród młodych Czytelników. Wharton zasłynął jako autor kultowych książek, takich jak Ptasiek (nagrodzony jako najlepszy amerykański debiut roku 1978),Tato, W księżycową jasną noc, Niezawinione śmierci czy Spóźnieni Kochankowie. Do spopularyzowania jego twórczości przyczyniły się także ekranizacje powieści, szczególnie film Ptasiek w reżyserii Alana Parkera (nagrodzony w Cannes w 1985 roku). Przez lata nikt nie wiedział, kto kryje się pod pseudonimem William Wharton. Teraz pojawia się szansa, by dowiedzieć się, jakim jest człowiekiem, jaką ma rodzinę, jak wygląda on sam i jego zwyczajny dzień, co jest dla niego ważne w życiu, jakimi kieruje się wartościami. Autor - tłumacz wielu książek Whartona, towarzysz wędrówek i tras promocyjnych po Polsce - opowiada o tym, jak przebiegała kariera Whartona w Polsce, i analizuje przyczyny jego oszałamiającego sukcesu. Odkrywa niezwykłe związki łączące malarstwo i pisarstwo Whartona oraz zdumiewające relacje między bohaterami powieści a autorem.","6,9",837301361X,https://lubimyczytac.pl/ksiazka/117150/bert-szkic-do-portretu-williama-whartona
